order_id,customer_id,delivery_address_id,order_date,status,total_amount
97,11646,4500,2025-01-16 15:43:07,Cancelado,1046.97
98,14303,2363,2025-05-04 17:17:09,Enviado,2227.51
99,11851,16426,2024-05-07 01:52:56,Processando,3646.83
100,10374,10029,2024-12-06 14:42:59,Entregue,4626.18
101,12790,18920,2024-07-23 23:28:14,Entregue,5049.72
102,19320,6509,2025-03-19 18:09:51,Cancelado,3390.83
103,416,11561,2024-09-16 11:59:22,Enviado,3792.78
104,12000,13151,2024-12-12 08:48:43,Processando,3668.04
105,2415,7860,2023-10-29 14:47:07,Processando,2581.09
106,13322,16792,2024-04-25 03:03:29,Entregue,5994.03
107,10280,2074,2023-10-19 04:09:25,Entregue,1698.08
108,19068,19441,2024-04-16 01:16:32,Processando,2131.95
109,10611,7004,2023-10-21 04:47:35,Enviado,5029.68
110,14190,13859,2024-06-24 23:28:07,Processando,4950.99
111,211,13211,2025-06-05 12:43:26,Entregue,2956.35
112,8777,5315,2023-10-16 15:29:53,Enviado,4322.33
113,9691,17161,2023-11-26 15:47:49,Processando,734.31
114,14744,19081,2024-10-18 23:51:32,Enviado,1175.26
115,19058,9580,2024-08-14 22:18:54,Enviado,2540.37
116,13639,10946,2025-01-30 13:27:12,Processando,131.93
117,179,16609,2024-04-07 01:43:33,Cancelado,1487.48
118,2704,11193,2024-09-13 04:11:34,Processando,5686.72
119,10985,18477,2023-11-07 05:55:43,Entregue,6973.57
120,5966,7494,2024-06-25 04:36:58,Cancelado,3184.9
121,3006,2158,2024-03-03 09:19:03,Enviado,3831.57
122,16543,16302,2023-09-24 00:47:16,Entregue,3353.2
123,869,14289,2023-09-03 12:18:43,Cancelado,1791.73
124,9113,13054,2024-11-29 12:59:18,Processando,6520.1
125,10902,7352,2024-03-06 05:21:10,Entregue,1982.43
126,3497,6525,2025-03-25 15:49:44,Entregue,5280.9
127,13684,3625,2024-02-10 20:29:25,Processando,3979.24
128,400,6334,2024-08-22 06:02:07,Processando,4200.61
129,11682,8503,2024-09-26 07:12:26,Entregue,1835.88
130,17344,8323,2024-03-11 18:52:16,Cancelado,1359.78
131,11452,13727,2024-06-18 21:22:25,Processando,4841.66
132,18343,6002,2024-09-20 05:11:39,Entregue,3334.92
133,15998,17869,2024-01-31 18:31:09,Cancelado,4013.74
134,10075,15676,2024-08-15 21:04:43,Processando,2066.97
135,789,4389,2025-05-18 02:20:41,Entregue,3309.51
136,19871,14544,2024-08-06 03:04:59,Entregue,3510.95
137,14531,9382,2025-03-10 02:36:19,Entregue,872.28
138,14007,793,2024-01-14 17:54:46,Entregue,4173.17
139,8696,3901,2024-05-01 11:46:26,Processando,1498.26
140,18799,15468,2024-12-10 03:46:13,Entregue,1412.46
141,18839,10746,2023-10-11 19:57:41,Cancelado,3876.54
142,11272,202,2024-08-28 07:36:14,Processando,2732.97
143,1416,902,2024-08-02 02:38:30,Processando,3413.58
144,15521,7335,2024-06-24 03:19:13,Processando,3049.77
145,7638,16272,2024-06-26 02:43:05,Cancelado,393.72
146,14604,18273,2024-07-25 15:09:25,Enviado,3688.23
147,12448,14182,2024-02-24 16:23:02,Enviado,4625.78
148,6852,12566,2024-06-12 20:51:50,Enviado,4871.72
149,10945,312,2023-12-03 00:47:39,Cancelado,2711.02
150,10286,2006,2023-10-20 04:31:32,Cancelado,3829.94
151,13110,11295,2023-10-21 06:27:09,Enviado,816.36
152,2316,19628,2025-04-21 12:51:31,Entregue,4900.93
153,1361,19461,2024-10-04 03:29:19,Entregue,2189.92
154,15328,6401,2024-02-29 04:19:28,Processando,4867.47
155,4210,7735,2024-05-21 21:44:13,Processando,852.93
156,18923,14545,2023-07-31 07:02:06,Enviado,4167.44
157,16948,11085,2024-04-12 09:23:49,Processando,3002.3
158,8426,8242,2024-03-06 08:23:13,Processando,1668.51
159,1378,7220,2025-04-01 03:53:23,Entregue,2253.8
160,15574,8139,2024-10-04 13:55:23,Processando,601.49
161,18847,12847,2025-01-12 21:47:11,Entregue,1630.93
162,14581,19512,2024-01-17 08:31:32,Cancelado,3406.65
163,4063,4019,2023-10-12 20:04:52,Enviado,5639.35
164,11569,9831,2023-08-09 05:39:34,Cancelado,980.86
165,14524,9618,2023-07-08 14:44:10,Enviado,1489.8
166,14578,16512,2024-12-24 13:22:24,Cancelado,2260.29
167,9660,19854,2024-09-15 11:36:57,Processando,3815.96
168,11766,13508,2023-12-05 23:20:58,Enviado,3008.64
169,15977,4857,2024-05-19 16:30:15,Enviado,5643.01
170,12541,15986,2024-06-02 17:42:55,Cancelado,640.04
171,16785,5021,2025-03-20 04:53:16,Enviado,5104.29
172,9934,12265,2024-08-14 18:41:04,Enviado,5830.24
173,17507,13098,2024-10-15 10:10:29,Enviado,2380.23
174,311,14109,2023-10-21 22:34:20,Entregue,5496.53
175,8617,12284,2025-05-22 01:17:18,Entregue,2520.15
176,1594,17366,2024-03-28 01:50:43,Processando,4052.28
177,4530,5635,2025-03-09 00:03:53,Cancelado,3141.75
178,6974,11386,2024-07-05 17:09:51,Entregue,2370.17
179,3238,4165,2024-02-22 09:17:40,Cancelado,2859.99
180,15651,467,2023-07-22 12:17:59,Cancelado,1234.35
181,8443,4028,2024-11-10 19:26:20,Entregue,2292.42
182,7435,19546,2024-08-22 14:23:37,Enviado,1245.18
183,3854,5964,2024-09-14 12:50:42,Entregue,3010.82
184,13244,9062,2023-12-05 09:41:14,Enviado,5454.12
185,17240,2376,2024-03-20 09:01:00,Processando,5442.13
186,5884,11368,2024-05-21 07:55:31,Entregue,1580.81
187,19127,19752,2023-11-17 21:22:02,Processando,4134.78
188,11624,5006,2025-02-01 19:46:41,Cancelado,5397.35
189,15624,13861,2024-01-26 00:09:16,Enviado,1204.24
190,6964,14189,2025-04-07 11:15:44,Processando,3330.74
191,17808,5214,2023-09-10 10:55:31,Cancelado,182.49
192,11561,11377,2024-03-28 07:42:14,Processando,982.24
193,8853,18749,2023-07-08 08:24:58,Entregue,2309.05
194,13329,12141,2024-04-19 22:29:11,Enviado,2561.36
195,4039,13716,2024-08-23 20:44:28,Cancelado,4304.07
196,2775,17597,2024-08-04 06:23:48,Cancelado,5844.03
197,13664,12147,2025-01-22 20:37:12,Cancelado,4743.62
198,13901,4488,2024-02-10 00:18:03,Processando,886.04
199,7407,15685,2025-03-10 03:48:13,Entregue,1793.18
200,1542,2703,2025-01-15 09:22:06,Entregue,614.4
201,9957,7906,2023-11-08 18:56:10,Enviado,4344.39
202,19005,7789,2024-07-05 15:17:45,Enviado,5838.27
203,7618,7985,2023-12-26 13:48:26,Enviado,4221.46
204,17482,11748,2025-02-17 06:22:28,Enviado,3094.04
205,5342,14543,2023-11-27 05:37:56,Enviado,2699.51
206,11541,9947,2024-12-31 17:58:33,Entregue,5643.81
207,15156,19065,2025-06-01 22:26:36,Entregue,3885.38
208,11073,13319,2025-04-15 09:26:18,Enviado,718.32
209,2016,18699,2024-01-15 22:12:55,Processando,615.95
210,306,5282,2024-03-22 10:54:46,Cancelado,2314.53
211,2814,11315,2024-12-10 18:08:34,Enviado,2664.77
212,6913,2138,2023-10-21 16:46:06,Enviado,5793.53
213,1557,10328,2024-02-25 15:25:49,Processando,1147.58
214,2587,560,2023-12-04 01:01:17,Entregue,7071.89
215,8719,16815,2023-07-21 11:33:54,Entregue,511.11
216,17106,4767,2025-02-10 20:25:41,Enviado,6128.62
217,11467,12211,2023-10-10 20:54:26,Entregue,3122.44
218,14478,19694,2024-10-22 14:43:46,Processando,3394.7
219,6467,6965,2024-12-15 14:34:51,Processando,4040.1
220,7318,6789,2024-06-10 13:07:41,Entregue,1403.29
221,4176,108,2025-06-04 07:29:42,Processando,397.08
222,16147,13209,2023-12-28 13:01:07,Enviado,808.51
223,16934,12326,2023-06-21 01:59:28,Enviado,5613.33
224,18915,8592,2024-09-24 04:08:29,Enviado,1774.2
225,3391,9153,2024-07-17 05:29:35,Cancelado,557.49
226,4024,5333,2024-11-16 15:52:49,Entregue,2399.55
227,804,6496,2023-09-02 18:45:13,Entregue,1893.09
228,9649,3953,2024-11-27 05:53:31,Entregue,2877.22
229,9043,8059,2025-03-07 19:55:53,Enviado,275.34
230,7957,19886,2023-11-12 07:29:49,Processando,3411.08
231,17857,18558,2025-04-08 12:23:45,Entregue,2626.51
232,19750,10474,2023-09-17 03:35:18,Enviado,847.44
233,3864,19816,2024-11-20 09:44:43,Entregue,5218.07
234,15058,16476,2023-09-01 14:57:00,Entregue,5522.07
235,16261,18596,2024-10-22 17:03:25,Cancelado,604.74
236,1719,16727,2024-05-26 23:23:52,Entregue,4147.57
237,5158,5840,2023-06-24 20:17:43,Enviado,3446.71
238,11041,4372,2024-12-14 00:23:48,Enviado,32.04
239,12941,2239,2023-12-31 05:56:49,Entregue,1722.2
240,12662,16753,2024-08-19 18:35:32,Enviado,4132.72
241,12324,10489,2025-01-14 18:25:37,Cancelado,3669.14
242,2374,15051,2023-07-18 02:44:52,Cancelado,1758.38
243,16680,7668,2024-11-22 00:35:14,Enviado,667.0
244,292,12531,2024-11-30 04:50:47,Processando,219.16
245,16841,18499,2023-11-29 11:25:30,Cancelado,73.46
246,15330,10315,2023-10-21 08:15:40,Enviado,4530.19
247,8019,15143,2023-10-24 15:59:18,Cancelado,4913.07
248,12005,1427,2024-11-27 12:40:43,Entregue,3245.5
249,9451,9946,2024-09-29 03:39:08,Entregue,582.95
250,9486,11410,2023-10-10 23:06:16,Cancelado,2846.27
251,15169,6987,2024-07-01 13:04:01,Processando,2380.12
252,5227,5114,2023-06-18 05:07:07,Cancelado,140.08
253,19198,9247,2023-10-22 07:40:49,Entregue,5916.95
254,7213,11332,2024-06-01 20:35:31,Cancelado,2944.38
255,720,14053,2023-12-04 07:44:23,Processando,5757.23
256,6877,13360,2023-07-01 15:27:37,Cancelado,4978.74
257,19976,1173,2024-06-14 07:49:04,Enviado,3100.07
258,19946,7310,2023-08-02 08:43:58,Cancelado,4888.98
259,8984,17615,2023-12-17 05:39:40,Entregue,1555.86
260,15115,19668,2024-12-07 20:36:44,Enviado,702.72
261,9864,6283,2025-05-27 19:25:57,Enviado,5451.47
262,16627,6573,2023-09-21 19:45:18,Entregue,4225.98
263,4082,19504,2023-09-28 07:12:32,Cancelado,5407.16
264,13438,10306,2025-04-03 08:19:44,Processando,566.01
265,8971,14341,2025-02-03 06:09:55,Processando,4158.48
266,1350,10331,2023-08-03 18:55:59,Processando,813.0
267,12411,7477,2023-07-02 01:40:09,Entregue,783.47
268,18195,10085,2023-12-08 13:16:19,Enviado,2286.32
269,11052,18719,2024-03-15 17:22:49,Enviado,1060.82
270,7249,19614,2025-03-04 06:08:20,Processando,1093.06
271,18214,19252,2023-09-25 12:06:31,Entregue,2678.51
272,10441,13995,2024-05-17 12:48:48,Entregue,2719.06
273,5904,15146,2023-11-16 19:22:33,Processando,6064.55
274,17394,19385,2024-06-02 10:46:20,Enviado,3068.69
275,7750,8846,2024-01-20 08:07:57,Enviado,2034.97
276,3853,11768,2024-12-07 03:19:35,Enviado,123.91
277,17438,4287,2023-07-18 01:33:53,Cancelado,4165.58
278,795,16818,2024-06-08 10:09:44,Cancelado,3229.01
279,10048,7534,2023-12-10 07:27:38,Processando,1263.74
280,3090,16974,2023-10-05 10:31:25,Cancelado,8081.67
281,1353,602,2025-04-03 05:21:10,Processando,4182.14
282,5110,8598,2023-10-14 08:54:23,Cancelado,311.25
283,4996,15370,2023-09-04 00:29:12,Entregue,2797.91
284,4395,10870,2024-03-08 07:19:11,Cancelado,4053.94
285,2614,8764,2025-06-09 11:08:08,Enviado,2377.54
286,4857,9888,2024-08-24 20:30:24,Enviado,1416.46
287,8159,19842,2024-01-16 11:37:11,Enviado,5409.7
288,871,5040,2024-07-04 02:01:48,Cancelado,2954.67
289,6935,6601,2025-01-31 15:35:19,Cancelado,1638.71
290,14347,11142,2024-06-18 23:41:23,Entregue,3525.42
291,11755,17054,2024-02-11 12:30:25,Processando,6623.21
292,10781,10557,2023-10-11 15:46:18,Processando,3233.6
293,13805,16423,2024-12-17 08:35:57,Entregue,4283.94
294,9624,15039,2025-01-04 19:17:07,Cancelado,3547.47
295,5864,11202,2024-06-13 06:58:21,Entregue,3542.58
296,16228,8352,2025-01-11 11:42:38,Processando,1718.38
297,18201,11981,2025-03-26 23:56:14,Entregue,3164.54
298,18296,14189,2023-10-14 16:41:42,Entregue,4653.31
299,4908,8081,2024-08-14 18:26:35,Enviado,2083.14
300,18246,8218,2023-12-13 07:45:42,Cancelado,3683.4
301,4781,17034,2024-09-16 15:21:07,Entregue,175.37
302,11329,17731,2025-02-16 20:16:20,Processando,3373.68
303,12063,4409,2025-01-29 13:50:07,Entregue,1657.8
304,18902,19763,2024-09-10 22:57:46,Enviado,2120.18
305,19352,3024,2025-05-18 15:36:02,Entregue,1952.64
306,5793,4390,2025-06-04 08:53:04,Cancelado,1310.16
307,19239,10906,2023-10-10 20:05:32,Enviado,3953.31
308,17128,11167,2024-12-25 13:53:25,Processando,2987.01
309,17427,11012,2024-04-30 15:08:54,Cancelado,5444.28
310,11884,13841,2024-11-27 06:52:04,Enviado,8838.39
311,2239,14734,2024-10-15 13:26:25,Cancelado,1154.67
312,4784,8272,2025-05-02 01:37:20,Cancelado,2034.03
313,14943,18682,2024-07-02 19:21:28,Processando,3407.53
314,4900,19509,2023-09-24 05:17:12,Entregue,4251.93
315,13530,18072,2023-10-28 02:06:10,Cancelado,2912.74
316,15851,19676,2024-11-12 02:25:17,Enviado,82.9
317,6391,8230,2024-01-03 16:19:16,Enviado,968.76
318,12928,17897,2024-01-24 05:04:47,Processando,5366.19
319,5861,9350,2025-03-23 18:12:08,Cancelado,5329.93
320,9947,3605,2023-08-17 15:33:05,Processando,8519.17
321,11709,5737,2024-11-26 14:30:38,Entregue,4746.07
322,17066,14101,2025-05-18 12:20:12,Enviado,3984.97
323,7900,2804,2024-03-14 13:43:42,Processando,6525.32
324,18488,9620,2024-12-20 17:45:51,Entregue,1859.34
325,4123,17177,2025-03-23 19:58:19,Processando,4824.6
326,12199,2881,2025-01-14 02:44:09,Processando,2859.63
327,12241,6850,2023-10-12 18:52:32,Cancelado,3218.76
328,4235,5277,2025-04-27 19:05:51,Processando,852.45
329,10724,15477,2024-04-06 18:40:28,Processando,6429.35
330,3579,8083,2025-05-23 08:49:15,Enviado,3108.25
331,12750,10373,2024-03-15 06:51:18,Entregue,1915.59
332,2322,4579,2023-08-05 04:54:03,Processando,2597.64
333,13833,15154,2024-10-25 22:35:39,Entregue,3641.13
334,25,7511,2024-12-30 20:37:52,Enviado,171.26
335,5627,4445,2024-11-07 13:42:38,Entregue,2779.78
336,8131,3057,2025-02-25 06:18:53,Enviado,6559.81
337,17855,8491,2023-12-10 06:31:11,Processando,4590.31
338,3170,7061,2024-01-23 03:25:56,Processando,39.21
339,18843,10923,2024-05-07 03:40:36,Cancelado,2249.09
340,1190,7401,2024-04-04 15:01:56,Processando,1097.61
341,10438,19346,2024-07-30 15:23:04,Entregue,89.45
342,15580,1437,2023-08-06 22:42:12,Processando,2569.92
343,14908,15246,2023-12-24 20:18:31,Entregue,6542.16
344,4217,4557,2023-07-18 09:00:52,Entregue,3103.82
345,3676,2053,2025-04-01 23:11:42,Cancelado,51.28
346,18041,9647,2024-04-05 07:58:48,Enviado,2934.57
347,17117,12306,2023-06-17 06:42:21,Entregue,3175.99
348,17086,11248,2025-02-26 10:37:43,Cancelado,5457.73
349,6434,18104,2025-04-27 09:19:10,Enviado,770.79
350,18897,10289,2025-05-28 04:49:49,Enviado,4265.61
351,2113,4833,2025-05-11 18:07:48,Processando,1918.36
352,16189,939,2024-04-09 22:25:00,Entregue,2520.28
353,11271,2598,2023-07-01 09:36:15,Entregue,8170.39
354,12173,18184,2024-12-11 11:25:45,Enviado,741.76
355,15323,17166,2023-12-15 09:03:33,Enviado,1501.82
356,473,18848,2023-09-06 09:25:33,Processando,4084.2
357,15827,1407,2024-03-18 12:12:55,Processando,2188.6
358,14424,9650,2023-07-18 19:23:31,Entregue,750.97
359,10700,13518,2025-03-21 17:26:07,Entregue,1712.5
360,1162,11778,2025-03-21 21:16:11,Processando,905.05
361,11978,3435,2024-07-18 04:48:30,Enviado,3316.73
362,11239,698,2024-03-14 13:00:56,Processando,3093.57
363,10333,8182,2023-10-11 04:24:01,Cancelado,2938.6
364,481,12926,2023-08-26 03:14:41,Processando,2189.11
365,384,15696,2023-08-21 20:59:31,Processando,4807.97
366,9920,16295,2025-05-03 20:34:30,Entregue,4611.24
367,19311,13802,2023-10-06 21:44:00,Enviado,209.67
368,1503,12108,2023-09-15 00:24:17,Entregue,3936.06
369,3217,765,2024-11-28 07:38:52,Cancelado,404.32
370,12801,186,2025-02-05 03:00:00,Processando,4718.87
371,2938,290,2024-11-07 10:20:32,Processando,4940.74
372,4825,1621,2024-03-23 12:38:12,Processando,4623.92
373,16259,14993,2024-09-22 16:32:26,Entregue,1211.94
374,8094,11013,2025-01-04 10:11:53,Entregue,1267.98
375,157,5143,2025-04-10 15:30:18,Processando,4662.92
376,13143,5239,2025-05-16 02:04:02,Enviado,3434.35
377,11127,1060,2024-09-22 18:58:35,Cancelado,272.36
378,9978,19346,2023-09-07 08:55:25,Enviado,4121.27
379,15190,19771,2024-05-29 14:54:17,Processando,1508.85
380,16962,16326,2025-02-16 22:13:52,Enviado,2556.7
381,4578,9863,2025-03-27 09:36:25,Entregue,3897.87
382,2537,3829,2023-12-02 02:16:18,Enviado,3260.84
383,6445,15785,2024-12-25 06:53:20,Processando,488.64
384,11130,16077,2024-10-13 17:15:24,Enviado,2091.5
385,14908,6277,2024-09-17 04:01:44,Enviado,3179.32
386,12781,15857,2025-04-06 08:22:05,Enviado,4121.52
387,6251,11828,2024-12-16 15:27:42,Processando,3187.41
388,15011,10144,2023-07-09 22:11:39,Entregue,7407.4
389,8244,853,2023-10-15 16:44:47,Cancelado,775.17
390,15152,2278,2024-01-12 19:38:02,Cancelado,2744.4
391,9834,6143,2024-03-26 07:35:22,Cancelado,8148.46
392,9747,18582,2025-02-20 03:49:55,Enviado,3924.85
393,2947,9342,2024-08-23 16:58:43,Entregue,2779.45
394,6166,12493,2024-07-21 06:45:03,Cancelado,884.71
395,12404,15211,2024-08-09 20:22:13,Entregue,4706.52
396,7312,15461,2024-02-08 16:55:32,Enviado,184.36
397,1265,6982,2023-07-02 03:46:17,Processando,6815.04
398,1965,487,2024-05-29 07:45:47,Enviado,5403.32
399,13947,19590,2024-02-06 00:08:55,Cancelado,4512.76
400,17486,14270,2025-01-30 16:55:46,Enviado,3497.27
401,1217,4113,2024-07-30 17:22:42,Processando,3174.72
402,11941,4203,2025-05-23 22:44:47,Cancelado,5691.77
403,2290,7773,2024-01-01 18:11:35,Entregue,1545.02
404,12960,1156,2024-11-26 12:26:42,Entregue,1290.57
405,11629,9836,2023-08-25 17:05:47,Processando,2803.49
406,10886,6542,2024-03-31 06:47:36,Entregue,1947.66
407,5741,18980,2024-11-27 20:35:35,Processando,47.1
408,15469,6050,2023-08-19 10:13:41,Enviado,2782.82
409,9703,13127,2025-04-30 01:17:32,Entregue,5450.89
410,3832,12537,2023-06-27 04:14:27,Processando,447.8
411,4356,8729,2023-08-06 22:59:07,Enviado,395.0
412,16236,12985,2024-01-30 01:19:55,Cancelado,1137.37
413,7236,19363,2024-08-09 14:14:53,Cancelado,3936.93
414,12327,15476,2023-08-01 12:30:29,Entregue,6422.62
415,1955,4752,2023-11-25 21:28:48,Enviado,2648.4
416,16445,10686,2024-10-06 02:20:25,Processando,5547.23
417,13226,10440,2025-03-17 23:04:28,Cancelado,1571.13
418,8656,10634,2025-02-23 19:03:08,Entregue,4012.95
419,7435,10304,2025-05-19 03:46:12,Entregue,5134.75
420,19703,11650,2023-12-16 16:42:35,Entregue,2760.38
421,10502,7400,2024-09-13 10:34:58,Processando,802.95
422,14253,19976,2024-06-18 08:54:50,Processando,2186.22
423,4429,17339,2024-12-31 09:19:33,Cancelado,454.86
424,8973,6409,2023-08-26 13:40:13,Cancelado,1406.21
425,7933,11747,2023-10-06 08:02:46,Entregue,73.8
426,12438,842,2023-08-11 01:40:09,Processando,5392.69
427,17738,7999,2023-11-08 03:48:41,Processando,2689.63
428,7231,5901,2023-09-14 12:41:47,Enviado,6389.06
429,10857,1859,2023-10-11 17:39:50,Processando,3835.75
430,4073,4398,2024-08-10 00:12:01,Cancelado,5312.86
431,179,18820,2023-10-18 18:13:08,Enviado,8575.68
432,19032,5358,2023-11-30 11:56:09,Enviado,3289.9
433,6005,19684,2023-07-03 06:39:19,Enviado,3427.52
434,13871,4406,2023-08-21 13:51:27,Processando,5540.4
435,229,422,2024-04-03 14:35:51,Processando,4714.84
436,200,17086,2023-11-08 15:42:27,Entregue,1799.64
437,5836,12782,2024-10-29 11:10:16,Enviado,3556.6
438,6772,13359,2023-07-22 21:08:28,Enviado,938.87
439,6261,2000,2025-05-06 00:17:40,Processando,4346.57
440,9720,7641,2025-03-30 18:32:54,Entregue,4996.57
441,12275,12674,2023-08-19 10:15:43,Cancelado,130.8
442,17057,18093,2024-06-12 09:07:08,Entregue,4795.1
443,8712,8482,2024-09-09 10:37:08,Enviado,1508.75
444,7960,16346,2024-05-30 01:30:24,Entregue,375.8
445,4592,522,2024-02-13 21:30:56,Processando,1347.64
446,19324,14157,2024-12-03 05:52:16,Enviado,1452.72
447,9404,4650,2023-07-04 09:14:21,Enviado,2283.17
448,939,8185,2023-10-02 01:28:38,Entregue,1071.71
449,12006,2074,2025-01-15 09:53:16,Processando,5735.53
450,5838,13569,2024-11-27 05:40:04,Processando,3468.42
451,18934,8949,2025-03-15 06:31:01,Processando,1969.39
452,1151,3207,2024-09-17 12:50:02,Entregue,2023.69
453,12605,8837,2024-06-03 18:12:17,Enviado,3401.69
454,6401,15505,2023-06-14 09:51:56,Cancelado,3040.45
