order_item_id,order_id,product_id,quantity,unit_price
180,57,11828,3,973.85
181,57,614,3,81.2
182,57,14385,2,163.46
183,57,16406,2,637.52
184,58,19561,3,80.37
185,59,17254,3,698.86
186,59,5117,2,184.88
187,59,17123,3,429.61
188,59,1423,1,473.01
189,59,14122,3,58.99
190,60,3145,2,209.02
191,61,2837,1,237.95
192,61,13860,2,556.22
193,61,18182,1,459.11
194,61,6194,1,518.78
195,61,19614,1,14.31
196,62,7144,2,66.62
197,62,12152,2,787.27
198,63,8902,3,39.14
199,63,12615,1,438.92
200,63,15465,3,313.54
201,64,4285,1,837.33
202,64,12919,2,878.83
203,65,17847,2,470.65
204,65,4060,1,472.84
205,65,18968,2,234.87
206,65,6437,1,113.58
207,66,639,2,898.48
208,66,1489,3,549.31
209,66,3360,3,485.88
210,66,11927,3,304.14
211,66,1213,3,581.73
212,67,3642,3,503.54
213,67,16311,2,858.71
214,68,8000,2,703.04
215,68,5755,2,109.58
216,69,13407,1,311.48
217,69,4853,2,439.26
218,70,10028,1,767.84
219,70,5971,2,220.55
220,70,3495,2,944.97
221,71,9177,1,758.82
222,71,4030,3,698.76
223,71,19556,1,838.46
224,71,5022,2,183.1
225,71,1292,3,486.92
226,72,3638,1,391.89
227,72,10226,3,186.51
228,72,2164,2,188.06
229,72,12969,3,826.66
230,72,11848,2,856.76
231,73,5098,1,539.05
232,73,2454,2,191.62
233,73,4536,3,760.69
234,73,2478,2,178.22
235,74,10338,1,182.2
236,74,6044,1,389.52
237,74,4281,3,764.75
238,74,18525,1,983.43
239,75,10582,2,359.15
240,76,13211,2,987.36
241,76,7752,3,459.43
242,76,19039,3,613.48
243,76,7856,2,282.17
244,76,8820,2,873.73
245,77,9342,3,806.9
246,77,18095,2,113.88
247,77,9178,3,687.74
248,77,4176,3,151.57
249,78,2226,1,743.48
250,78,15601,3,389.46
251,78,4955,3,926.88
252,78,1377,1,120.85
253,79,7735,1,280.07
254,79,755,1,711.35
255,79,10217,1,857.88
256,79,9395,3,834.85
257,79,18049,1,215.51
258,80,10717,3,173.19
259,80,5432,2,19.97
260,81,12010,3,409.04
261,81,10212,3,480.53
262,81,17283,1,19.92
263,81,12881,1,53.14
264,81,1698,1,801.65
265,82,15816,3,815.86
266,82,19259,2,146.41
267,83,17856,1,126.71
268,84,11332,2,459.14
269,84,7340,2,831.75
270,84,117,2,256.36
271,85,10423,2,559.03
272,85,10625,3,425.28
273,85,268,1,330.51
274,85,2873,1,765.28
275,86,14812,3,154.73
276,86,13546,3,379.77
277,87,3698,2,392.91
278,87,15023,3,351.95
279,87,8851,3,587.47
280,88,19000,1,394.55
281,88,13063,3,259.85
282,89,13343,3,227.5
283,90,11840,1,412.87
284,90,13428,1,363.5
285,90,5604,3,188.15
286,91,17596,1,112.98
287,91,10928,2,712.42
288,91,12712,1,70.55
289,91,10116,2,319.66
290,91,16396,3,919.0
291,92,11702,1,428.16
292,92,13324,2,182.48
293,92,16870,3,970.7
294,93,4864,2,909.03
295,94,10319,2,314.95
296,94,17248,2,800.82
297,94,19184,2,398.15
298,94,12067,3,284.79
299,94,10814,1,822.76
300,95,8559,1,986.93
301,95,1992,2,468.15
302,96,6115,2,439.64
303,97,4803,2,11.84
304,97,1297,1,416.5
305,97,555,1,606.79
306,98,19345,1,117.03
307,98,18607,3,556.91
308,98,13160,1,33.04
309,98,16208,3,135.57
310,99,18613,3,463.34
311,99,15130,3,752.27
312,100,4559,2,446.55
313,100,11351,3,158.24
314,100,3049,2,544.29
315,100,8753,2,343.29
316,100,16138,3,494.4
317,101,8396,3,887.32
318,101,7692,3,711.96
319,101,3431,2,125.94
320,102,8673,1,691.87
321,102,18813,2,812.34
322,102,19626,1,113.62
323,102,13660,3,320.22
324,103,4227,3,718.02
325,103,14876,2,635.88
326,103,14782,2,183.48
327,104,5771,3,702.17
328,104,2975,3,520.51
329,105,18428,1,25.57
330,105,7433,2,689.09
331,105,2480,2,588.67
332,106,3838,1,74.33
333,106,12333,2,265.58
334,106,11110,2,952.62
335,106,3345,3,702.1
336,106,17566,2,688.5
337,107,8502,1,391.07
338,107,856,3,435.67
339,108,3122,2,913.2
340,108,16825,3,101.85
341,109,12748,1,728.51
342,109,15747,3,605.63
343,109,13138,1,98.8
344,109,16418,1,995.32
345,109,3657,2,695.08
346,110,2473,2,166.63
347,110,15516,3,935.33
348,110,12145,2,905.87
349,111,14363,3,327.65
350,111,3142,2,692.59
351,111,6714,1,289.91
352,111,8104,1,109.3
353,111,19970,1,189.01
354,112,1152,1,213.99
355,112,6975,3,306.56
356,112,4136,2,338.26
357,112,683,2,599.31
358,112,5328,3,437.84
359,113,10295,1,734.31
360,114,10761,2,299.66
361,114,6919,1,575.94
362,115,19339,1,371.39
363,115,9810,1,828.61
364,115,11669,3,446.79
365,116,18941,1,131.93
366,117,14263,1,42.1
367,117,2358,1,248.46
368,117,7197,1,801.94
369,117,14029,2,197.49
370,118,2515,2,552.84
371,118,431,2,780.73
372,118,8473,1,54.74
373,118,2572,3,988.28
374,119,14599,3,454.86
375,119,11455,2,627.61
376,119,14580,2,839.89
377,119,12668,3,891.33
378,120,11332,2,459.14
379,120,18860,3,755.54
380,121,11598,3,788.01
381,121,18058,2,733.77
382,122,18314,1,228.05
383,122,15747,3,605.63
384,122,16639,2,654.13
385,123,12233,3,27.49
386,123,10861,2,854.63
387,124,847,2,461.87
388,124,10266,2,721.11
389,124,11930,1,537.7
390,124,18600,2,894.48
391,124,7510,2,913.74
392,125,19882,3,93.73
393,125,4922,3,292.47
394,125,11282,3,274.61
395,126,5869,1,596.79
396,126,1228,3,829.31
397,126,11794,3,732.06
398,127,11863,3,556.5
399,127,3148,2,201.46
400,127,10111,2,953.41
401,128,17339,3,85.62
402,128,14464,2,193.97
403,128,11520,3,605.69
404,128,10878,3,165.66
405,128,4421,3,413.92
406,129,1457,2,472.68
407,129,18663,1,535.8
408,129,8952,2,177.36
409,130,18170,1,121.05
410,130,2380,1,679.7
411,130,10423,1,559.03
412,131,10654,3,971.13
413,131,2148,3,430.87
414,131,6453,2,317.83
415,132,6268,3,728.07
416,132,18276,1,963.73
417,132,11573,2,93.49
418,133,130,2,499.02
419,133,17321,2,26.72
420,133,12622,3,987.42
421,134,19005,3,443.96
422,134,15739,1,735.09
423,135,12569,1,651.46
424,135,9588,2,291.0
425,135,702,3,457.0
426,135,3290,3,176.91
427,135,15806,2,87.16
428,136,12681,1,518.5
429,136,12506,3,541.93
430,136,11490,1,878.63
431,136,7937,1,488.03
432,137,11306,1,872.28
433,138,9098,2,320.92
434,138,15869,3,813.4
435,138,10358,2,329.55
436,138,12833,1,432.03
437,139,7714,2,749.13
438,140,13911,2,653.19
439,140,17417,3,35.36
440,141,8683,3,789.71
441,141,1113,3,30.79
442,141,19991,2,707.52
443,142,2551,3,676.82
444,142,16371,1,702.51
445,143,7713,1,681.46
446,143,3163,2,210.92
447,143,1223,2,139.92
448,143,71,2,925.8
449,143,11763,2,89.42
450,144,9517,2,696.09
451,144,13615,2,437.92
452,144,18967,1,432.97
453,144,10753,2,174.39
454,145,19073,1,393.72
455,146,9758,1,62.35
456,146,4413,2,982.0
457,146,11882,2,830.94
458,147,5887,3,915.84
459,147,996,2,195.97
460,147,1908,2,407.3
461,147,8393,1,671.72
462,148,16866,3,260.68
463,148,13021,2,742.54
464,148,17341,3,868.2
465,149,11997,1,955.75
466,149,9411,3,460.34
467,149,2599,3,124.75
468,150,13210,2,866.83
469,150,4030,3,698.76
470,151,13234,3,272.12
471,152,4760,2,977.39
472,152,10517,3,318.41
473,152,6438,2,450.8
474,152,17202,2,544.66
475,153,7133,2,844.98
476,153,10392,1,499.96
477,154,5819,2,465.16
478,154,4929,3,935.03
479,154,12755,2,19.81
480,154,19134,2,546.22
481,155,2736,1,852.93
482,156,5874,2,460.35
483,156,5283,1,76.16
484,156,10355,1,640.59
485,156,5508,3,511.44
486,156,4527,1,995.67
487,157,4431,2,901.7
488,157,5670,2,599.45
489,158,1333,3,556.17
490,159,2522,1,996.04
491,159,15304,2,628.88
492,160,8723,1,192.8
493,160,11273,3,136.23
494,161,3262,1,603.13
495,161,4106,2,513.9
496,162,18286,2,38.48
497,162,11790,3,817.41
498,162,19328,2,333.09
499,162,12766,2,105.64
500,163,18412,1,128.8
501,163,5022,2,183.1
502,163,4466,2,403.41
503,163,3230,2,840.62
504,163,5619,3,885.43
505,164,3421,3,277.42
506,164,13393,1,148.6
507,165,16364,2,36.19
508,165,14615,1,121.51
509,165,19105,3,431.97
510,166,13164,2,829.65
511,166,4576,1,600.99
512,167,5654,2,729.25
513,167,9646,1,603.41
514,167,13102,1,368.09
515,167,12310,2,692.98
516,168,3176,2,247.86
517,168,6396,3,837.64
518,169,18166,1,400.01
519,169,15817,3,614.0
520,169,16090,1,753.47
521,169,7076,2,859.12
522,169,18075,1,929.29
523,170,5599,1,30.38
524,170,10165,2,304.83
525,171,17346,2,155.18
526,171,19340,2,829.69
527,171,3225,3,66.85
528,171,4060,2,472.84
529,171,9307,2,994.16
530,172,13688,2,354.18
531,172,11784,3,248.66
532,172,17846,2,380.3
533,172,1657,3,597.7
534,172,12413,2,911.1
535,173,17550,3,793.41
536,174,19587,2,374.39
537,174,722,2,748.6
538,174,8297,2,891.62
539,174,13914,1,480.04
540,174,7113,3,329.09
541,175,4029,2,96.66
542,175,1364,3,775.61
543,176,3734,2,931.44
544,176,416,3,707.89
545,176,2681,3,21.91
546,177,19888,1,215.32
547,177,1419,3,301.36
548,177,6895,3,161.83
549,177,14555,2,768.43
550,178,13078,3,119.03
551,178,8481,3,655.16
552,178,7885,1,47.6
553,179,18338,3,303.25
554,179,18922,2,458.0
555,179,11699,2,517.12
556,180,14336,3,411.45
557,181,17273,3,764.14
558,182,197,2,622.59
559,183,12664,3,76.18
560,183,12967,3,517.94
561,183,11655,1,953.16
562,183,10456,1,275.3
563,184,18925,3,952.89
564,184,3255,1,941.52
565,184,2988,3,33.23
566,184,15660,3,395.23
567,184,4201,1,368.55
568,185,3607,2,803.61
569,185,4187,1,960.85
570,185,4904,2,528.87
571,185,1134,2,908.16
572,186,4587,1,823.75
573,186,15603,1,36.12
574,186,10254,2,360.47
575,187,18700,2,497.69
576,187,13685,2,568.77
577,187,6254,1,349.02
578,187,17512,2,826.42
579,188,18825,2,538.35
580,188,3020,3,858.39
581,188,13906,2,872.74
582,189,12718,1,195.67
583,189,11984,1,391.93
584,189,12106,1,616.64
585,190,1123,3,271.82
586,190,9971,1,569.28
587,190,4504,2,973.0
588,191,18167,1,182.49
589,192,15195,2,491.12
590,193,3605,3,148.81
591,193,8504,2,707.41
592,193,16404,1,447.8
593,194,16916,1,489.11
594,194,6505,1,303.58
595,194,12569,2,651.46
596,194,917,3,128.07
597,194,1143,1,81.54
598,195,14063,2,368.43
599,195,16498,3,620.78
600,195,6910,3,408.26
601,195,13284,3,160.03
602,196,6559,3,679.93
603,196,4185,3,664.12
604,196,12741,2,576.74
605,196,4076,2,329.2
606,197,12120,1,287.93
607,197,16075,2,766.99
608,197,7395,2,679.22
609,197,16688,3,521.09
610,198,14907,1,232.11
611,198,1902,1,653.93
612,199,5627,2,40.37
613,199,14470,2,592.86
614,199,12934,1,526.72
615,200,14225,2,307.2
616,201,10320,3,19.45
617,201,15424,1,735.24
618,201,15596,1,386.1
619,201,13515,3,421.92
620,201,3295,3,632.98
621,202,9783,1,62.75
622,202,14324,2,834.17
623,202,13989,1,737.78
624,202,6440,2,205.67
625,202,13303,3,986.02
626,203,4439,2,465.7
627,203,7994,2,658.27
628,203,11709,2,986.76
629,204,10995,2,484.71
630,204,16503,3,91.93
631,204,15772,2,300.79
632,204,4557,3,163.64
633,204,14691,1,756.33
634,205,1663,3,293.96
635,205,1980,1,18.55
636,205,17871,1,559.36
637,205,16739,3,413.24
638,206,2318,3,124.39
639,206,19615,2,899.92
640,206,4131,2,246.75
641,206,5600,3,662.49
642,206,17383,1,989.83
643,207,16744,2,977.4
644,207,11725,2,428.88
645,207,10098,3,65.88
646,207,6180,2,437.59
647,208,469,3,239.44
648,209,4731,1,615.95
649,210,7199,2,378.95
650,210,5641,2,675.43
651,210,18776,1,205.77
652,211,11742,3,706.43
653,211,16194,2,272.74
654,212,6554,1,440.18
655,212,19099,3,808.4
656,212,4144,3,976.05
657,213,4341,1,815.02
658,213,5915,1,332.56
659,214,4885,3,936.3
660,214,10535,2,32.1
661,214,12934,2,526.72
662,214,4369,2,794.31
663,214,11668,3,518.91
664,215,2168,3,101.95
665,215,424,2,102.63
666,216,12442,3,395.84
667,216,5869,2,596.79
668,216,7629,2,921.37
669,216,7997,2,952.39
670,217,17010,1,237.85
671,217,15512,3,961.53
672,218,10479,2,945.31
673,218,19766,3,107.37
674,218,17849,3,393.99
675,219,7029,1,426.02
676,219,18935,2,523.14
677,219,15895,2,580.44
678,219,1273,2,703.46
679,220,13407,2,311.48
680,220,4917,1,780.33
681,221,15495,2,43.36
682,221,15180,1,310.36
683,222,14030,1,126.42
684,222,11356,1,682.09
685,223,17082,3,849.1
686,223,18509,3,416.81
687,223,19051,2,81.14
688,223,12969,2,826.66
689,224,9360,2,887.1
690,225,18973,3,185.83
691,226,3803,1,41.54
692,226,19901,1,751.37
693,226,8819,2,803.32
694,227,1353,3,631.03
695,228,997,2,828.17
696,228,19873,2,610.44
697,229,160,3,91.78
698,230,1518,3,896.92
699,230,524,1,720.32
700,231,14309,1,814.54
701,231,5919,1,729.66
702,231,11746,1,552.73
703,231,992,2,264.79
704,232,10032,1,847.44
705,233,19144,3,514.05
706,233,17072,1,17.55
707,233,4613,2,378.76
708,233,2231,2,998.3
709,233,6313,1,904.25
710,234,4796,2,739.68
711,234,4082,2,530.73
712,234,15850,2,242.88
713,234,17080,3,831.83
714,235,19725,1,139.62
715,235,7538,1,138.78
716,235,9940,2,163.17
717,236,3900,1,787.89
718,236,7106,1,705.38
719,236,1010,3,442.02
720,236,4185,2,664.12
721,237,17857,3,483.27
722,237,18381,1,183.61
723,237,10325,1,424.53
724,237,11255,1,699.56
725,237,4639,1,689.2
726,238,4079,3,10.68
727,239,14750,1,203.96
728,239,10187,3,506.08
729,240,18997,3,205.61
730,240,4536,3,760.69
731,240,10015,2,616.91
732,241,6478,2,801.89
733,241,16327,3,655.23
734,241,11365,1,99.67
735,242,7941,2,110.38
736,242,13146,3,100.86
737,242,14154,1,193.4
738,242,5277,2,520.82
739,243,11048,2,333.5
740,244,14859,2,109.58
741,245,12907,1,73.46
742,246,4193,3,812.22
743,246,1202,2,750.86
744,246,14838,3,197.27
745,247,19194,3,230.06
746,247,13415,3,191.74
747,247,16104,1,758.57
748,247,8144,3,327.08
749,247,16661,2,953.93
750,248,18197,3,821.44
751,248,12284,1,781.18
752,249,14514,1,582.95
753,250,16072,1,94.81
754,250,6698,1,468.63
755,250,4708,3,188.67
756,250,18582,1,770.46
757,250,1275,2,473.18
758,251,6192,2,538.54
759,251,2912,2,112.69
760,251,1127,2,199.0
761,251,3518,2,135.94
762,251,12709,1,407.78
763,252,13320,2,70.04
764,253,18877,2,969.86
765,253,1801,1,168.78
766,253,9597,1,257.47
767,253,8362,3,812.27
768,253,2456,3,371.39
769,254,3541,1,833.48
770,254,8360,2,172.07
771,254,7473,3,588.92
772,255,4159,2,647.17
773,255,913,2,810.38
774,255,16751,2,778.24
775,255,5120,3,428.55
776,256,13481,3,554.35
777,256,1280,3,587.76
778,256,10348,3,517.47
779,257,2265,2,259.47
780,257,15185,1,683.08
781,257,580,3,389.13
782,257,12440,2,332.96
783,257,19411,3,21.58
784,258,17822,1,922.92
785,258,4373,2,289.39
786,258,19909,2,867.27
787,258,6426,2,635.55
788,258,17040,2,190.82
789,259,7920,2,777.93
790,260,8137,3,234.24
791,261,8484,3,421.05
792,261,4159,2,647.17
793,261,7281,3,184.36
794,261,11557,3,552.6
795,261,7453,2,341.55
796,262,4412,1,774.31
797,262,3210,3,631.73
798,262,16751,2,778.24
799,263,8889,1,505.94
800,263,10510,1,296.84
801,263,19397,1,784.55
802,263,14158,1,826.16
803,263,7048,3,997.89
804,264,4708,3,188.67
805,265,11196,2,380.38
806,265,6028,3,848.7
807,265,18022,2,425.81
808,266,1065,1,813.0
809,267,6207,1,783.47
810,268,3683,2,429.27
811,268,16714,1,261.23
812,268,19710,2,328.92
813,268,13459,1,508.71
814,269,18587,2,153.67
815,269,8311,1,753.48
816,270,6774,1,121.54
817,270,3783,3,323.84
818,271,1467,1,269.3
819,271,1848,2,154.11
820,271,9984,3,438.53
821,271,2545,3,261.8
822,272,15092,3,387.84
823,272,17660,2,518.34
824,272,4366,1,518.86
825,273,11329,3,936.97
826,273,7874,2,333.55
827,273,452,2,319.8
828,273,19643,1,722.24
829,273,10007,2,612.35
830,274,11066,3,567.24
831,274,3687,2,201.27
832,274,7934,3,137.26
833,274,3690,1,552.65
834,275,11870,3,64.3
835,275,19399,1,808.23
836,275,12666,2,516.92
837,276,2385,1,123.91
838,277,11446,3,324.22
839,277,18087,3,231.78
840,277,11347,2,770.83
841,277,1413,1,955.92
842,278,19340,2,829.69
843,278,11270,1,79.2
844,278,11774,3,496.81
845,279,15073,1,515.35
846,279,13692,1,748.39
847,280,5249,3,878.92
848,280,949,3,698.89
849,280,4985,1,511.08
850,280,6858,3,945.72
851,281,10483,2,95.74
852,281,14334,2,366.33
853,281,8759,1,321.39
854,281,2716,3,978.87
855,282,2594,3,103.75
856,283,16250,3,892.15
857,283,10138,2,60.73
858,284,19096,1,993.53
859,284,15300,2,639.99
860,284,15987,1,859.12
861,284,274,1,921.31
862,285,11816,3,690.93
863,285,3294,1,304.75
864,286,8718,2,708.23
865,287,17002,2,854.26
866,287,14700,3,619.15
867,287,19169,3,532.25
868,287,17494,1,99.66
869,287,3587,2,73.66
870,288,7717,2,538.95
871,288,16669,3,625.59
872,289,11503,2,154.36
873,289,704,2,254.13
874,289,18114,1,821.73
875,290,5888,2,943.35
876,290,16390,3,546.24
877,291,12270,1,35.66
878,291,14834,2,767.0
879,291,3831,3,936.84
880,291,15473,1,826.1
881,291,19077,3,472.31
882,292,14723,3,995.68
883,292,7939,1,246.56
884,293,17436,1,931.46
885,293,18417,2,483.53
886,293,12782,2,16.96
887,293,16349,2,907.89
888,293,17410,2,267.86
889,294,5711,2,362.87
890,294,12729,1,667.59
891,294,13323,3,536.06
892,294,11763,2,89.42
893,294,13900,1,367.12
894,295,1387,1,920.85
895,295,18390,3,746.53
896,295,2004,1,382.14
897,296,10091,1,494.45
898,296,5993,3,379.07
899,296,15495,2,43.36
900,297,7828,3,88.88
901,297,4586,3,472.46
902,297,7623,2,531.37
903,297,3747,3,139.26
904,298,18349,2,888.91
905,298,456,1,293.13
906,298,19810,3,678.45
907,298,7823,1,547.01
908,299,1914,3,694.38
909,300,16070,3,670.89
910,300,18607,3,556.91
911,301,11417,1,175.37
912,302,19633,3,316.42
913,302,10255,3,808.14
914,303,19643,2,722.24
915,303,3185,2,106.66
916,304,1273,2,703.46
917,304,11768,1,713.26
918,305,18173,2,976.32
919,306,3823,1,107.31
920,306,8136,3,400.95
921,307,18667,1,147.04
922,307,12150,1,751.04
923,307,15605,2,514.05
924,307,3698,1,392.91
925,307,7913,2,817.11
926,308,4527,3,995.67
927,309,4344,1,652.76
928,309,653,2,470.95
929,309,7648,3,852.25
930,309,2679,2,190.84
931,309,16993,1,911.19
932,310,19390,3,588.69
933,310,15285,3,464.46
934,310,7942,3,677.7
935,310,10418,3,768.84
936,310,18004,2,669.66
937,311,7104,1,426.31
938,311,13823,1,728.36
939,312,13420,3,368.92
940,312,19839,3,154.1
941,312,11866,1,464.97
942,313,1747,1,995.98
943,313,12273,3,120.07
944,313,3414,2,368.51
945,313,18670,2,139.63
946,313,7447,2,517.53
947,314,4173,2,197.51
948,314,7693,3,66.4
949,314,2486,1,453.06
950,314,5980,1,466.97
951,314,16637,3,912.56
952,315,17793,2,104.66
953,315,4459,2,351.63
954,315,10920,3,666.72
955,316,17141,1,82.9
956,317,14400,1,968.76
957,318,9909,3,263.92
958,318,14849,2,64.32
959,318,6590,2,900.15
960,318,15582,3,881.83
961,319,15750,1,943.1
962,319,2404,1,60.45
963,319,19091,2,765.25
964,319,8283,2,650.13
965,319,9432,2,747.81
966,320,12073,2,625.65
967,320,8680,3,901.28
968,320,10642,3,328.88
969,320,14958,3,930.79
970,320,11555,2,392.51
971,321,13299,1,944.02
972,321,7484,2,898.65
973,321,17203,3,668.25
974,322,16006,3,981.72
975,322,16673,1,880.41
976,322,2763,2,79.7
977,323,16095,3,555.19
978,323,11303,2,365.97
979,323,16082,3,718.63
980,323,4880,2,699.47
981,323,14512,1,572.98
982,324,3373,3,619.78
983,325,13742,3,449.88
984,325,5186,3,907.49
985,325,9028,1,345.15
986,325,18177,2,203.67
987,326,3108,1,74.32
988,326,10779,1,201.76
989,326,13235,1,793.51
990,326,11661,3,596.68
991,327,7475,3,993.17
992,327,17548,1,179.25
993,327,3705,3,20.0
994,328,4140,1,852.45
995,329,19050,3,819.01
996,329,1504,3,681.92
997,329,15088,3,579.19
998,329,288,1,188.99
999,330,17200,2,435.01
1000,330,13112,1,459.1
1001,330,14121,1,151.13
1002,330,5349,3,308.18
1003,330,7086,1,703.46
1004,331,13600,2,253.71
1005,331,8324,3,282.29
1006,331,19310,3,105.46
1007,331,19786,3,81.64
1008,332,3245,3,41.44
1009,332,12308,2,892.23
1010,332,6209,1,688.86
1011,333,9670,3,294.29
1012,333,8141,1,773.47
1013,333,6479,2,771.26
1014,333,17187,1,442.27
1015,334,11134,1,171.26
1016,335,9795,2,929.77
1017,335,4916,2,460.12
1018,336,18094,3,746.68
1019,336,16867,2,746.11
1020,336,549,2,923.51
1021,336,14028,1,980.53
1022,337,13074,3,645.32
1023,337,15895,1,580.44
1024,337,8034,2,544.45
1025,337,5331,1,985.01
1026,338,5190,1,39.21
1027,339,18787,1,353.21
1028,339,13526,2,947.94
1029,340,16061,3,294.84
1030,340,6292,1,213.09
1031,341,2500,1,89.45
1032,342,13276,1,189.21
1033,342,10619,2,299.35
1034,342,1189,2,144.57
1035,342,14491,2,563.22
1036,342,5304,1,366.43
1037,343,4605,2,252.44
1038,343,1273,1,703.46
1039,343,10979,3,516.35
1040,343,2303,3,833.01
1041,343,9965,3,428.58
1042,344,10934,2,29.49
1043,344,2559,2,756.62
1044,344,4900,1,963.49
1045,344,10949,1,568.11
1046,345,19919,2,25.64
1047,346,1803,3,978.19
1048,347,16195,2,842.09
1049,347,7169,2,472.8
1050,347,5934,3,182.07
1051,348,13487,3,643.71
1052,348,13928,1,720.59
1053,348,19194,1,230.06
1054,348,15053,3,716.08
1055,348,400,3,142.57
1056,349,7972,2,55.41
1057,349,15125,1,659.97
1058,350,4369,3,794.31
1059,350,17437,3,627.56
1060,351,10735,3,478.66
1061,351,12541,1,482.38
1062,352,10644,1,445.42
1063,352,18720,3,258.92
1064,352,12710,1,789.16
1065,352,7090,1,508.94
1066,353,3341,2,708.39
1067,353,7493,2,861.18
1068,353,1258,2,926.7
1069,353,7815,3,926.08
1070,353,14252,1,399.61
1071,354,5948,1,563.17
