review_id,product_id,customer_id,rating,comment,review_date
49,19412,18749,1,Corporis nulla commodi fugiat autem tempora. Laboriosam optio est placeat. Eveniet cum tenetur officiis. Mollitia ullam delectus vero laborum sint animi ad.,2024-08-20 02:12:30
50,15483,19145,1,"Delectus alias non accusamus at harum. Quo quod voluptatem odit officiis quam. Perferendis iste fugit fugit aspernatur voluptatibus laboriosam.
Distinctio ab aliquam.",2024-05-24 17:35:13
51,5581,3210,2,"Neque optio facere ipsam veritatis voluptatibus. Eum labore nemo sequi repellendus similique perferendis.
Impedit enim quo dolorum fugit labore. Labore architecto eos.",2025-05-09 18:51:37
52,16557,12048,5,"Quos ratione ea delectus. Nisi adipisci deleniti explicabo suscipit ea. Asperiores molestiae eum necessitatibus.
Facilis quis sunt. Fuga occaecati praesentium iusto alias rerum doloribus optio.",2023-12-15 15:15:18
53,18240,17432,4,Quae veritatis a aut facilis temporibus officiis ea. Temporibus consequuntur minus esse autem non magnam. Unde ducimus ex vel voluptas natus officiis.,2024-12-21 01:35:19
54,1342,6439,2,"Ipsum voluptates deleniti. Aliquam molestias officiis cupiditate.
Iure possimus soluta saepe. Incidunt quod nisi ex natus similique sapiente fugiat.
Harum perspiciatis fugiat aspernatur illo sequi.",2024-12-29 10:40:30
55,9568,1846,2,Non consequuntur esse consequuntur cum delectus. Corrupti nesciunt impedit nisi. Sapiente totam eius nobis deserunt.,2024-05-07 02:36:48
56,6280,799,1,"Animi nihil ratione explicabo reprehenderit dolores at minus. Neque quam numquam dolores dolores vitae velit.
Architecto nulla earum. Maiores saepe iusto deserunt.",2024-10-12 20:53:24
57,11342,18620,2,Explicabo numquam officiis alias veritatis dolorum consequatur. Necessitatibus illo enim eligendi dolor. At repellat eius consectetur voluptatem.,2024-08-18 07:45:22
58,7636,16219,1,Eos recusandae illo vitae earum impedit. Quae quis quia eum. Praesentium facilis officiis doloribus veritatis.,2024-01-24 04:57:52
59,4447,17600,2,Culpa tenetur voluptates earum autem cum unde qui. Eligendi libero error enim suscipit.,2023-10-10 01:34:54
60,15907,462,5,Officiis numquam minima facere odit nobis. Animi perferendis quas eum facilis. Ut accusantium odio.,2024-02-14 07:14:07
61,15438,13961,2,Consequatur delectus nobis earum. Non deserunt consequatur ut numquam alias optio.,2023-09-28 02:23:26
62,16511,12016,3,Laborum nisi cumque harum nostrum. Dolores id nesciunt necessitatibus. Repellat tenetur distinctio quos quam dolorem.,2024-05-25 19:04:05
63,18256,9936,2,Ipsum explicabo ipsa alias. Laborum perspiciatis eius quas id cupiditate necessitatibus excepturi. Vitae officia aut excepturi mollitia iusto.,2024-09-18 10:49:25
64,11824,5424,5,Quibusdam nesciunt accusantium molestias numquam culpa sequi. Modi beatae ducimus.,2023-08-16 06:04:57
65,9863,4735,2,"Explicabo autem asperiores placeat. Incidunt et natus illum laudantium ea.
Saepe nesciunt sapiente aspernatur sed vel nulla dolore. Enim natus labore ad tenetur saepe recusandae.",2023-10-21 11:14:07
66,18975,13697,4,"Consectetur odio perferendis.
Provident sit occaecati. Inventore sint accusamus quam. Officia cupiditate nihil a consequatur.
Modi iusto quis ut. Magnam aliquid quidem aliquid molestias.",2024-12-23 01:52:01
67,17141,19838,4,Occaecati quaerat aut odit ratione laborum. Autem numquam corporis excepturi ut est qui modi.,2024-03-18 19:31:21
68,14350,18004,1,Nobis incidunt alias non voluptatem similique ad. Qui asperiores deserunt consequuntur unde ipsam reiciendis. Error culpa rerum in repellat praesentium expedita.,2024-09-27 08:45:11
69,3630,9585,4,"Magni debitis deleniti saepe. Minima beatae optio eum. Dolore repudiandae voluptate quia beatae dolorum quos.
Aliquid nesciunt mollitia facilis libero. Iure dolor suscipit quis architecto fuga natus.",2024-01-23 17:17:55
70,13495,7949,5,Officia doloremque blanditiis nam tempora. Repudiandae neque ad laboriosam illo earum reprehenderit. Rem corrupti quis in.,2025-06-04 18:32:07
71,939,12186,5,Expedita est saepe dolores voluptate temporibus eum autem. Praesentium ratione iusto iste. Repellendus animi excepturi nam eius repellendus voluptate.,2025-02-14 16:40:36
72,5291,4936,5,Perferendis assumenda officia doloribus maxime. Esse expedita dolorem quae deleniti.,2024-09-25 00:13:13
73,1143,3917,4,Eius veritatis harum error quaerat libero consectetur. Vitae reiciendis eaque provident architecto.,2025-04-30 18:43:44
74,18171,19780,1,Labore labore sit a saepe. A quibusdam repudiandae quidem voluptatibus dolores nihil pariatur. Nisi accusamus pariatur minima cumque quae harum.,2024-11-04 15:12:08
75,9461,14289,2,"Corporis officia facere iure quo. Molestias minima laborum velit.
Eum magnam architecto nulla exercitationem. Iusto quidem optio at hic animi.",2024-08-05 12:14:16
76,8673,18186,3,Maiores eum ipsam modi corporis. Earum placeat saepe porro dicta consequuntur autem iusto. Aut ad cum est earum laborum possimus.,2024-02-22 22:35:49
77,11973,9751,1,Possimus repellendus alias rem laboriosam nemo. Exercitationem accusamus porro numquam quasi. Animi ea eligendi temporibus dolorem.,2023-08-27 10:21:35
78,131,17867,1,"Consectetur deserunt similique perferendis. Porro libero magni debitis sed est hic.
Minus officia quis distinctio.",2023-12-14 00:57:56
79,12047,9346,5,Autem perspiciatis quaerat. Repellat totam in debitis adipisci nobis hic. Dolore saepe dolor.,2024-01-27 14:26:41
80,18503,489,4,Libero deleniti eligendi rerum incidunt consectetur placeat rerum. Nobis iste rem dignissimos assumenda ratione dolores.,2024-09-16 07:55:55
81,8993,19275,2,A quisquam necessitatibus temporibus possimus. Molestiae ipsum error nulla. Similique distinctio dolore repellat quam.,2025-06-03 23:47:03
82,5040,5530,3,Blanditiis voluptates doloremque eaque animi beatae. Enim nihil accusamus accusantium esse vitae. Deleniti optio asperiores ut.,2024-11-15 11:10:01
83,3732,3868,2,At voluptates corporis consequatur. Rem temporibus commodi laborum cum nesciunt aperiam cumque. Fuga quod quaerat libero veniam.,2025-02-18 05:05:36
84,1249,7259,3,Sed delectus vitae nulla rem incidunt repudiandae. Officia quasi unde eaque ipsam quis modi. Eaque minus perspiciatis saepe quidem dolorem.,2024-09-24 06:14:45
85,15548,5008,1,Dignissimos cum quos minus autem. Iste quis est voluptatum distinctio. Laboriosam magni pariatur dolor dolorum accusamus odio.,2023-10-23 12:42:02
86,9131,13643,4,"Assumenda blanditiis ullam ipsum. Et nobis possimus reiciendis consectetur quisquam. Est iure saepe ea natus quae.
Quibusdam praesentium quod quos aperiam eius. Omnis dolorum culpa sint.",2024-01-17 22:13:45
87,3174,4329,4,Possimus magni consectetur adipisci quas inventore illum. Eligendi rerum possimus ut. Maxime commodi quasi illo nihil accusamus quod. Occaecati illum iusto porro ullam hic voluptatibus.,2024-04-29 22:13:29
88,9040,6633,2,Vel unde officiis non quaerat pariatur ipsam necessitatibus. Sunt id molestiae laudantium saepe iure. Minima nisi hic ab illum earum. Ducimus provident impedit ullam.,2024-03-06 09:57:55
89,5218,5538,1,"Consequuntur necessitatibus architecto. Eum pariatur exercitationem ullam quod ipsum quis cupiditate.
Alias deserunt recusandae aspernatur quos quasi. Autem saepe quia quam.",2024-02-07 20:13:50
90,18165,5659,4,Quaerat doloribus magnam ut porro doloremque. Alias nihil qui sit. Architecto recusandae enim dignissimos dolor.,2024-02-26 16:16:57
91,4061,15218,3,"Dicta corporis labore quibusdam illo veritatis numquam. Nesciunt aut cupiditate ducimus repellat.
Cumque nemo asperiores nam ad veritatis quis. Ut quos facilis. Ipsam corrupti recusandae accusantium.",2025-02-13 02:48:40
92,16466,1998,4,"Ipsa eum laboriosam illo explicabo. Culpa facere distinctio aperiam placeat dolorem enim aperiam.
Dicta necessitatibus vitae odit eaque. Dolor vel nam.",2024-07-06 06:46:25
93,11155,1798,4,"Exercitationem corporis maiores beatae.
Quis eligendi eveniet cumque alias quidem reiciendis enim. Minima facere veniam alias nihil eligendi.",2024-07-04 00:47:25
94,10191,13969,5,Tempora dolorum possimus. Sed velit recusandae vero nemo ipsa.,2024-05-09 23:04:05
95,8616,14258,4,Accusantium rem sapiente modi aspernatur atque fugit. Temporibus ducimus possimus laudantium dolorum. Sequi dicta quae optio ipsa deserunt.,2025-01-14 00:41:47
96,15586,5190,2,Harum nulla fuga possimus nisi sed porro. Illo eos laborum ullam facere.,2024-09-01 18:36:37
97,18388,12889,4,Voluptatem aspernatur corporis enim adipisci fuga. Aperiam consequuntur doloribus in. Commodi quisquam autem a ex. Voluptas incidunt eveniet enim.,2024-10-28 14:25:43
98,6209,751,4,Vel consequatur commodi dignissimos eaque. Excepturi porro architecto quis.,2023-08-15 02:17:05
99,10597,13045,4,"Ut a blanditiis minima voluptas. Debitis ut eaque recusandae.
Laboriosam adipisci natus animi asperiores. In laborum cum exercitationem.",2024-08-31 19:47:52
100,15103,2698,3,"Reiciendis accusamus ex animi tempore esse. Deleniti ab optio architecto labore.
Optio libero et officia commodi dicta doloribus. Iure praesentium sapiente optio libero. Quam a in.",2024-08-20 05:23:54
101,8903,18612,5,Qui ipsam aperiam porro. Facere odit eaque cupiditate rerum. Quia aliquid earum occaecati adipisci accusantium nostrum tenetur.,2024-09-27 10:07:54
102,1100,18710,3,Distinctio ad placeat nemo temporibus. Eaque voluptate id enim odit deleniti impedit.,2024-01-23 03:11:37
103,8928,19910,4,"Consequuntur suscipit nobis. Officiis magni saepe facere esse.
Animi incidunt provident. Ex ipsa sunt eaque ipsa ipsum.
Maxime nesciunt ipsum eos omnis excepturi porro. Velit odio ullam nesciunt eum.",2024-05-28 12:47:32
104,16726,7377,4,Error debitis in. Nesciunt delectus quis temporibus.,2023-11-20 06:54:57
105,2323,14677,2,Modi nulla veritatis dolor eligendi fugiat. At reprehenderit blanditiis unde. Corporis harum soluta possimus aliquid.,2025-04-30 13:30:11
106,16069,9558,5,Eos corporis voluptate voluptatum nam consequuntur eum. Ullam pariatur quidem ab quam beatae molestias.,2024-12-09 19:10:01
107,19949,18196,3,Ducimus iusto qui explicabo molestiae id. Nemo aut molestias porro. Dolores numquam at laborum.,2025-03-03 00:21:03
108,2923,13037,5,"Quibusdam repudiandae rerum nemo. Tempora voluptatum nemo quibusdam a quibusdam.
Similique sunt facere iste consequuntur est. Officiis suscipit in. Qui vitae totam sit quaerat labore.",2024-10-30 23:29:12
109,15460,7556,5,"Numquam reprehenderit iste nemo.
Cupiditate iusto dolorum repellat iste quas ratione. Illum incidunt cupiditate.",2025-05-18 13:45:13
110,3619,15396,5,Natus accusantium harum quasi inventore. Beatae fugiat modi id omnis tempore deserunt odit. Voluptates exercitationem doloremque sint illum.,2023-06-20 16:29:59
111,7829,13562,1,"Adipisci sit sunt blanditiis aliquam tenetur. Sit rem minus placeat iure. Voluptas quasi eum in ut odit unde.
Ullam expedita nulla consequatur. Sit qui in placeat praesentium.",2023-10-17 05:42:33
112,9071,16486,2,Impedit enim numquam itaque architecto eveniet. Ad suscipit adipisci alias.,2024-01-21 04:18:40
113,15793,16733,5,"Iusto esse quam voluptatibus quasi.
Veritatis explicabo sapiente repellat reprehenderit.",2023-12-21 06:29:12
114,11703,1341,4,"Mollitia laborum officia vero suscipit. Ipsa accusantium rem facilis perferendis ipsa occaecati.
Corporis minus nisi amet aperiam enim omnis.
Porro deserunt ad dicta. Eum odit dolorum ad expedita.",2023-07-31 13:55:18
115,10572,19288,5,"Reprehenderit veniam et libero commodi distinctio nihil. Dolor maxime laborum dicta dicta.
Sit excepturi ipsa. Neque beatae saepe velit.
Error recusandae dolore harum. Sequi tenetur fugit ipsam.",2025-02-13 06:18:47
116,19323,16032,1,Voluptate libero alias minima iusto quod. Maiores soluta itaque porro recusandae iure pariatur mollitia. Quisquam modi pariatur vitae.,2023-11-28 22:03:57
117,4673,1966,3,"Laudantium eveniet repudiandae distinctio impedit. Voluptate deleniti esse voluptates.
Numquam odio explicabo. Eius perferendis saepe voluptate fugiat dolore.",2025-05-06 09:34:07
118,19091,16461,3,Itaque qui ducimus maiores ea laborum voluptatibus praesentium. Consequuntur quos assumenda deserunt nam. Asperiores quidem adipisci nam nulla velit nisi.,2024-04-05 04:47:58
119,3935,14259,2,"Quis cupiditate dolor quia eum. Voluptate dicta ullam est doloribus.
Culpa accusantium dolor. Fugiat praesentium officia nobis pariatur beatae illo earum.",2024-04-27 14:24:14
120,3942,1856,1,Saepe repellendus ut doloribus officia sint reprehenderit quaerat. Accusantium officia natus omnis aspernatur neque. Dolore praesentium odit vitae excepturi.,2024-01-17 21:44:26
121,19822,456,4,Exercitationem aut dicta beatae. Illo quam eaque voluptates quasi nobis. Dicta cum ipsa maiores ducimus optio quaerat.,2024-08-22 02:00:48
122,12431,2505,1,Hic tempore perferendis quas alias. Exercitationem sit ut nam. Quisquam unde quis illo culpa voluptate recusandae animi.,2024-09-12 16:12:18
123,14137,5653,3,"Fugiat animi ullam repudiandae incidunt.
Nam suscipit inventore tenetur aspernatur debitis inventore id. Sunt nostrum corrupti aspernatur itaque tempora.",2024-09-13 17:40:26
124,281,7588,1,"Aspernatur distinctio totam mollitia. Corrupti necessitatibus voluptates illo nesciunt minus. Tempore rerum quidem doloribus reiciendis ratione repudiandae.
Voluptate at perspiciatis tempore dolor.",2025-04-16 12:13:30
125,5571,3296,2,"Harum suscipit possimus nulla fugiat.
Vitae voluptates illo qui magni. Nemo eum tempora vel quae exercitationem animi. Ipsam at ipsum debitis commodi voluptatibus molestiae.",2023-09-01 17:36:10
126,11583,9307,4,Id sequi omnis quae excepturi incidunt. Ad maiores quod commodi quod mollitia dolore. Quisquam tempora repellendus adipisci. Consequatur aliquid assumenda vero expedita.,2023-12-07 14:40:31
127,483,9077,4,"Neque recusandae temporibus assumenda. Aperiam necessitatibus ab.
Pariatur optio hic animi veniam. Quas eum ad tenetur consequuntur.
Sint pariatur sit maxime possimus. Rerum in ex.",2023-09-05 00:55:12
128,11030,769,2,"Doloribus dolores distinctio qui.
Voluptatem praesentium reprehenderit molestias inventore voluptatem. Modi sunt possimus nihil enim corporis totam.",2024-01-10 11:12:21
129,13530,3411,3,"Iure quaerat nemo alias id vitae. Eius ex qui rerum quia fuga. Soluta minus natus temporibus.
Ipsa ullam iste iusto vel in officiis. Molestiae repudiandae amet cupiditate illo animi ipsam.",2024-02-10 21:54:58
130,3815,13237,3,"Quae quas cum adipisci at est. Alias odit explicabo placeat laboriosam.
Non deserunt recusandae iusto quisquam asperiores eaque. Odit doloremque non veniam voluptas harum aut rem.",2024-02-03 07:49:38
131,10845,3059,2,Mollitia eaque molestiae hic id natus sed. Recusandae commodi consequatur amet non sapiente recusandae. Architecto dolor possimus incidunt quod. Aperiam porro enim autem suscipit harum quis deserunt.,2023-07-19 16:04:34
132,5476,2898,2,"Earum quod reprehenderit veritatis qui. Quam amet minus eum illo. Fugit ipsam accusantium omnis debitis sequi.
Architecto facere rem ipsum repudiandae eligendi occaecati officiis.",2024-10-20 18:50:59
133,12348,9538,3,"Ea maiores dolorem ipsum culpa animi rerum. Dolores libero eos tenetur asperiores dolor. Asperiores itaque dicta.
Eveniet repudiandae quaerat odio ea quia. Modi quo cum similique.",2024-12-11 10:51:26
134,18656,12568,3,"Sequi voluptas nesciunt. Eius voluptas labore reprehenderit sint.
Autem rerum dolores modi tempore laudantium. Accusantium aperiam minima.",2024-09-30 04:30:19
135,15726,8541,1,"Ipsam quas doloremque aspernatur. In necessitatibus laboriosam sapiente doloremque id deleniti.
Libero velit accusamus rem. Modi blanditiis ut vero officia.",2023-11-05 17:32:12
136,19767,14001,1,Nobis ex aliquam illo recusandae. Possimus vero libero sit quod suscipit debitis. At accusamus laborum quos tempora eligendi.,2025-06-03 23:44:36
137,4667,6747,4,"Totam alias voluptas similique ipsa ab.
Modi aspernatur praesentium amet suscipit. Eaque nulla dolorem neque. Earum saepe eius consequuntur.",2024-01-22 01:27:21
138,17179,7250,3,"Ipsam soluta molestias qui magni libero. Voluptatum eligendi cumque rem mollitia similique.
Quidem dolores amet officiis.",2023-08-23 22:23:22
139,7792,12703,4,"Aperiam neque quae esse at molestias non eaque. Atque repellendus laudantium soluta explicabo a. Ipsum aliquam provident minima quia cumque eveniet.
Totam vel magni nisi. Neque libero placeat et.",2024-02-17 15:58:05
140,10638,11868,2,Quo minima sed dolorem provident laudantium. Accusantium consectetur nam laboriosam animi labore quod. Id natus ullam esse. Quos velit corrupti quisquam eius consectetur.,2025-01-23 21:18:40
141,8840,12505,3,"Eos at aut quo debitis maxime reiciendis. Debitis harum nulla dignissimos quibusdam amet dolor quae.
Cupiditate minus et. Numquam facilis eveniet omnis architecto. Quod illum ipsa quam.",2024-02-06 06:41:33
142,2006,4157,3,Eos incidunt facere maiores aut natus necessitatibus. Nesciunt labore omnis laborum accusamus aliquam consequuntur. Debitis temporibus ex quas facilis quasi.,2023-08-09 22:42:43
143,10925,12694,1,"Quidem dolore est et rerum nisi culpa. Alias voluptatum omnis tempora animi.
Aspernatur voluptatibus veritatis nulla perspiciatis aspernatur ipsa. Dicta eius id magni exercitationem eaque vel.",2025-05-04 06:50:16
144,5806,19797,5,Fuga beatae recusandae doloremque sequi ratione. Facere sapiente totam doloribus illum consequuntur beatae. Explicabo distinctio deserunt deserunt excepturi.,2024-05-02 03:01:20
145,6713,10081,1,Esse consequuntur consequuntur sunt ullam accusamus quo. Et nulla esse illo incidunt. Quis optio ducimus tempora.,2024-11-25 15:41:24
146,8327,18145,5,Quisquam quia animi officia voluptates. Recusandae maiores adipisci distinctio. Eum delectus laborum facilis.,2024-06-26 17:42:48
147,7246,9101,4,Adipisci quia praesentium deserunt iusto similique pariatur deserunt. Aspernatur delectus commodi facilis cum.,2025-04-19 16:04:27
148,10389,10266,4,Distinctio similique quam beatae reiciendis quidem sed. Eius earum occaecati hic corrupti eius.,2025-01-10 15:45:05
149,5355,9143,2,"Autem atque distinctio id dolorem harum voluptatem.
Doloribus labore excepturi aperiam. Officia dolorum nobis ipsa magnam distinctio velit. Animi iste hic.",2025-01-14 15:49:13
150,869,15217,3,"Minima recusandae quod et ut. Voluptatem magnam nam earum doloribus. Delectus tempora totam maiores.
Incidunt tempore earum saepe ab. Temporibus est impedit atque.",2024-09-07 15:36:05
151,7414,4740,3,Cupiditate corporis quia eius accusantium libero sit. Quo accusamus itaque. Doloribus beatae harum assumenda similique architecto mollitia voluptatum.,2023-09-22 04:28:40
152,10670,14467,5,"Cupiditate repellat tempore velit incidunt. Molestiae adipisci tempora saepe debitis odio ut. Asperiores cum ullam facilis tempore quidem exercitationem.
Dignissimos magnam odio itaque nisi.",2023-11-03 00:28:53
153,4587,16834,4,Iure quae delectus doloribus consequuntur reprehenderit similique. Tempore aliquam cum vero illum.,2024-09-28 02:12:10
154,17772,3234,4,"Odio recusandae quaerat tempore ipsa totam. Laborum natus id labore.
Ipsum placeat tenetur eos placeat. Maxime exercitationem alias commodi.",2025-04-17 18:06:41
155,5657,10160,1,Ratione nisi harum eligendi autem repellendus. Cupiditate possimus aliquam. Nobis et natus aliquid reprehenderit possimus.,2023-10-24 22:52:49
156,4090,218,1,"Corrupti et soluta iste esse repellendus amet.
Id esse amet maxime molestiae libero error. Nihil quam consequuntur odit quo.
Atque dolorum occaecati aliquam autem. Vel tempora saepe quaerat.",2024-01-24 03:40:37
